"X1558","X1567","X3B","X3B.1"
1656,1698,"1B","1B"
1656,1851,"1B","2B"
1665,1697,"1B","1B"
1666,1902,"1B","2A"
1673,1780,"1B","3A"
1675,1684,"1B","1B"
1688,1751,"1B","5A"
1688,1920,"1B","1B"
1697,1698,"1B","1B"
1697,1851,"1B","2B"
1700,1909,"3B","3A"
1718,1861,"2B","2B"
1719,1890,"3A","2B"
1720,1822,"3A","3A"
1768,1847,"1A","4B"
1838,1909,"3A","3A"
1843,1912,"3A","1B"
1857,1895,"4B","4B"
1426,1486,"5B","5B"
1434,1885,"5B","4B"
1437,1695,"5B","1B"
1439,1866,"5B","4B"
1458,1477,"5A","5A"
1458,1482,"5A","5B"
1458,1592,"5A","5B"
1493,1501,"5A","5A"
1498,1688,"5A","1B"
1498,1751,"5A","5A"
1498,1920,"5A","1B"
1501,1502,"5A","5A"
1501,1637,"5A","5A"
1502,1637,"5A","5A"
1503,1751,"4A","5A"
1503,1916,"4A","2A"
1545,1866,"4A","4B"
1546,1821,"4A","4B"
1549,1684,"4A","1B"
1551,1700,"3B","3B"
1551,1782,"3B","3A"
1558,1564,"3B","3B"
1558,1761,"3B","1A"
1563,1890,"5B","2B"
1564,1780,"3B","3A"
1572,1700,"3B","3B"
1579,1708,"3B","2B"
1594,1751,"3B","5A"
1613,1855,"2A","2B"
1613,1902,"2A","2A"
1617,1641,"2A","2A"
1643,1684,"2A","1B"
1643,1696,"2A","1B"
1656,1851,"1B","2B"
1664,1765,"1B","1B"
1665,1698,"1B","1B"
1666,1749,"1B","2B"
1666,1767,"1B","1A"
1666,1858,"1B","2B"
1673,1855,"1B","2B"
1675,1696,"1B","1B"
1675,1790,"1B","1A"
1710,1855,"2B","2B"
1719,1720,"3A","3A"
1719,1748,"3A","3A"
1719,1801,"3A","3A"
1722,1795,"3A","3A"
1749,1858,"2B","2B"
1761,1780,"1A","3A"
1764,1912,"1A","1B"
1795,1847,"3A","4B"
1821,1857,"4B","4B"
1833,1851,"3A","2B"
1835,1857,"4B","4B"
1835,1895,"4B","4B"
1837,1911,"4A","2A"
1837,1916,"4A","2A"
1838,1909,"3A","3A"
1855,1902,"2B","2A"
1857,1895,"4B","4B"
1911,1916,"2A","2A"
1434,1885,"5B","4B"
1439,1705,"5B","4A"
1452,1761,"5A","1A"
1468,1486,"5A","5B"
1493,1501,"5A","5A"
1493,1502,"5A","5A"
1498,1585,"5A","5B"
1498,1617,"5A","2A"
1533,1549,"4A","4A"
1533,1625,"4A","2A"
1533,1730,"4A","4A"
1545,1705,"4A","4A"
1546,1821,"4A","4B"
1546,1857,"4A","4B"
1549,1730,"4A","4A"
1551,1782,"3B","3A"
1558,1564,"3B","3B"
1558,1732,"3B","2B"
1579,1613,"3B","2A"
1579,1628,"3B","2A"
1579,1708,"3B","2B"
1617,1757,"2A","1A"
1625,1730,"2A","4A"
1664,1765,"1B","1B"
1665,1697,"1B","1B"
1665,1698,"1B","1B"
1673,1887,"1B","2B"
1675,1684,"1B","1B"
1675,1768,"1B","1A"
1675,1790,"1B","1A"
1684,1887,"1B","2B"
1696,1768,"1B","1A"
1696,1790,"1B","1A"
1697,1698,"1B","1B"
1697,1822,"1B","3A"
1705,1797,"4A","4A"
1718,1861,"2B","2B"
1718,1922,"2B","2A"
1719,1720,"3A","3A"
1719,1763,"3A","3A"
1719,1801,"3A","3A"
1720,1763,"3A","3A"
1720,1801,"3A","3A"
1722,1838,"3A","3A"
1722,1859,"3A","3A"
1748,1822,"3A","3A"
1748,1902,"3A","2A"
1749,1858,"2B","2B"
1751,1782,"5A","3A"
1768,1912,"1A","1B"
1780,1822,"3A","3A"
1780,1833,"3A","3A"
1780,1851,"3A","2B"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1833,1851,"3A","2B"
1838,1909,"3A","3A"
1843,1887,"3A","2B"
1857,1895,"4B","4B"
1858,1907,"2B","2A"
1859,1911,"3A","2A"
1911,1916,"2A","2A"
1437,1443,"5B","5B"
1437,1563,"5B","5B"
1437,1890,"5B","2B"
1439,1545,"5B","4A"
1439,1705,"5B","4A"
1443,1465,"5B","5B"
1443,1890,"5B","2B"
1452,1890,"5A","2B"
1465,1480,"5B","5B"
1465,1563,"5B","5B"
1480,1563,"5B","5B"
1498,1708,"5A","2B"
1533,1549,"4A","4A"
1533,1730,"4A","4A"
1545,1705,"4A","4A"
1546,1579,"4A","3B"
1549,1730,"4A","4A"
1551,1782,"3B","3A"
1558,1722,"3B","3A"
1579,1855,"3B","2B"
1613,1673,"2A","1B"
1613,1708,"2A","2B"
1613,1855,"2A","2B"
1617,1708,"2A","2B"
1617,1898,"2A","2B"
1625,1675,"2A","1B"
1643,1768,"2A","1A"
1673,1757,"1B","1A"
1675,1696,"1B","1B"
1675,1768,"1B","1A"
1696,1757,"1B","1A"
1697,1698,"1B","1B"
1704,1732,"2B","2B"
1718,1757,"2B","1A"
1719,1751,"3A","5A"
1719,1801,"3A","3A"
1719,1895,"3A","4B"
1720,1763,"3A","3A"
1720,1801,"3A","3A"
1748,1822,"3A","3A"
1749,1858,"2B","2B"
1751,1821,"5A","4B"
1751,1837,"5A","4A"
1757,1861,"1A","2B"
1763,1801,"3A","3A"
1780,1833,"3A","3A"
1821,1895,"4B","4B"
1822,1898,"3A","2B"
1838,1909,"3A","3A"
1858,1907,"2B","2A"
1858,1912,"2B","1B"
1859,1911,"3A","2A"
1428,1563,"5B","5B"
1434,1533,"5B","4A"
1434,1730,"5B","4A"
1434,1885,"5B","4B"
1437,1443,"5B","5B"
1437,1465,"5B","5B"
1439,1851,"5B","2B"
1443,1465,"5B","5B"
1457,1480,"5A","5B"
1457,1563,"5A","5B"
1468,1751,"5A","5A"
1480,1563,"5B","5B"
1480,1895,"5B","4B"
1482,1665,"5B","1B"
1482,1697,"5B","1B"
1486,1498,"5B","5A"
1500,1837,"4A","4A"
1501,1637,"5A","5A"
1503,1838,"4A","3A"
1503,1909,"4A","3A"
1533,1549,"4A","4A"
1533,1730,"4A","4A"
1533,1885,"4A","4B"
1549,1730,"4A","4A"
1551,1558,"3B","3B"
1551,1564,"3B","3B"
1551,1782,"3B","3A"
1558,1564,"3B","3B"
1558,1782,"3B","3A"
1564,1782,"3B","3A"
1572,1847,"3B","4B"
1625,1902,"2A","2A"
1643,1887,"2A","2B"
1656,1749,"1B","2B"
1664,1765,"1B","1B"
1665,1697,"1B","1B"
1665,1698,"1B","1B"
1665,1912,"1B","1B"
1673,1675,"1B","1B"
1673,1761,"1B","1A"
1673,1768,"1B","1A"
1673,1861,"1B","2B"
1675,1684,"1B","1B"
1675,1887,"1B","2B"
1684,1761,"1B","1A"
1684,1887,"1B","2B"
1697,1698,"1B","1B"
1700,1847,"3B","4B"
1704,1749,"2B","2B"
1704,1822,"2B","3A"
1708,1911,"2B","2A"
1709,1745,"Teachers","Teachers"
1718,1761,"2B","1A"
1719,1801,"3A","3A"
1719,1859,"3A","3A"
1730,1885,"4A","4B"
1749,1761,"2B","1A"
1751,1765,"5A","1B"
1751,1857,"5A","4B"
1764,1912,"1A","1B"
1765,1857,"1B","4B"
1780,1889,"3A","2B"
1801,1859,"3A","3A"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1833,1851,"3A","2B"
1838,1909,"3A","3A"
1843,1855,"3A","2B"
1851,1866,"2B","4B"
1855,1916,"2B","2A"
1887,1890,"2B","2B"
1889,1922,"2B","2A"
1437,1443,"5B","5B"
1437,1563,"5B","5B"
1439,1705,"5B","4A"
1439,1851,"5B","2B"
1439,1866,"5B","4B"
1443,1465,"5B","5B"
1443,1751,"5B","5A"
1457,1465,"5A","5B"
1457,1486,"5A","5B"
1457,1551,"5A","3B"
1458,1482,"5A","5B"
1486,1558,"5B","3B"
1486,1563,"5B","5B"
1486,1585,"5B","5B"
1493,1501,"5A","5A"
1498,1558,"5A","3B"
1498,1579,"5A","3B"
1501,1502,"5A","5A"
1532,1697,"4A","1B"
1533,1780,"4A","3A"
1546,1885,"4A","4B"
1549,1592,"4A","5B"
1549,1730,"4A","4A"
1551,1751,"3B","5A"
1551,1782,"3B","3A"
1558,1664,"3B","1B"
1558,1782,"3B","3A"
1563,1579,"5B","3B"
1563,1585,"5B","5B"
1585,1763,"5B","3A"
1592,1730,"5B","4A"
1594,1833,"3B","3A"
1664,1765,"1B","1B"
1664,1821,"1B","4B"
1664,1857,"1B","4B"
1675,1684,"1B","1B"
1697,1698,"1B","1B"
1705,1797,"4A","4A"
1705,1851,"4A","2B"
1705,1866,"4A","4B"
1719,1801,"3A","3A"
1751,1765,"5A","1B"
1801,1859,"3A","3A"
1821,1857,"4B","4B"
1833,1851,"3A","2B"
1838,1909,"3A","3A"
1843,1855,"3A","2B"
1847,1866,"4B","4B"
1851,1866,"2B","4B"
1428,1437,"5B","5B"
1434,1885,"5B","4B"
1439,1705,"5B","4A"
1439,1847,"5B","4B"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1443,1751,"5B","5A"
1452,1477,"5A","5A"
1452,1592,"5A","5B"
1458,1477,"5A","5A"
1465,1480,"5B","5B"
1477,1585,"5A","5B"
1483,1801,"5A","3A"
1493,1502,"5A","5A"
1501,1637,"5A","5A"
1532,1698,"4A","1B"
1533,1780,"4A","3A"
1546,1885,"4A","4B"
1551,1751,"3B","5A"
1551,1833,"3B","3A"
1579,1708,"3B","2B"
1579,1838,"3B","3A"
1585,1763,"5B","3A"
1613,1732,"2A","2B"
1613,1902,"2A","2A"
1648,1761,"2A","1A"
1648,1887,"2A","2B"
1656,1664,"1B","1B"
1656,1757,"1B","1A"
1696,1704,"1B","2B"
1696,1887,"1B","2B"
1696,1890,"1B","2B"
1697,1698,"1B","1B"
1704,1732,"2B","2B"
1704,1902,"2B","2A"
1705,1847,"4A","4B"
1708,1838,"2B","3A"
1709,1745,"Teachers","Teachers"
1732,1902,"2B","2A"
1757,1889,"1A","2B"
1821,1857,"4B","4B"
1833,1859,"3A","3A"
1843,1855,"3A","2B"
1847,1866,"4B","4B"
1855,1909,"2B","3A"
1428,1468,"5B","5A"
1428,1480,"5B","5B"
1428,1579,"5B","3B"
1434,1533,"5B","4A"
1434,1751,"5B","5A"
1434,1885,"5B","4B"
1443,1457,"5B","5A"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1452,1477,"5A","5A"
1457,1465,"5A","5B"
1458,1482,"5A","5B"
1465,1480,"5B","5B"
1477,1482,"5A","5B"
1477,1486,"5A","5B"
1482,1502,"5B","5A"
1483,1780,"5A","3A"
1486,1585,"5B","5B"
1498,1520,"5A","5A"
1501,1637,"5A","5A"
1533,1552,"4A","3B"
1552,1751,"3B","5A"
1558,1564,"3B","3B"
1558,1782,"3B","3A"
1558,1851,"3B","2B"
1558,1866,"3B","4B"
1564,1782,"3B","3A"
1564,1851,"3B","2B"
1564,1866,"3B","4B"
1579,1697,"3B","1B"
1579,1708,"3B","2B"
1585,1592,"5B","5B"
1594,1628,"3B","2A"
1594,1911,"3B","2A"
1625,1761,"2A","1A"
1625,1790,"2A","1A"
1625,1822,"2A","3A"
1641,1695,"2A","1B"
1684,1861,"1B","2B"
1697,1698,"1B","1B"
1710,1916,"2B","2A"
1719,1720,"3A","3A"
1719,1843,"3A","3A"
1780,1911,"3A","2A"
1780,1916,"3A","2A"
1801,1859,"3A","3A"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1822,1838,"3A","3A"
1833,1843,"3A","3A"
1843,1889,"3A","2B"
1851,1866,"2B","4B"
1857,1895,"4B","4B"
1428,1457,"5B","5A"
1428,1697,"5B","1B"
1428,1700,"5B","3B"
1428,1851,"5B","2B"
1434,1533,"5B","4A"
1434,1885,"5B","4B"
1437,1486,"5B","5B"
1437,1563,"5B","5B"
1437,1585,"5B","5B"
1439,1705,"5B","4A"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1443,1585,"5B","5B"
1457,1486,"5A","5B"
1465,1480,"5B","5B"
1465,1795,"5B","3A"
1501,1637,"5A","5A"
1533,1885,"4A","4B"
1549,1730,"4A","4A"
1552,1579,"3B","3B"
1563,1585,"5B","5B"
1579,1751,"3B","5A"
1625,1675,"2A","1B"
1625,1790,"2A","1A"
1625,1822,"2A","3A"
1625,1909,"2A","3A"
1628,1911,"2A","2A"
1641,1695,"2A","1B"
1664,1765,"1B","1B"
1673,1761,"1B","1A"
1675,1822,"1B","3A"
1697,1698,"1B","1B"
1700,1912,"3B","1B"
1704,1887,"2B","2B"
1708,1730,"2B","4A"
1710,1916,"2B","2A"
1722,1795,"3A","3A"
1790,1838,"1A","3A"
1801,1858,"3A","2B"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1851,1866,"2B","4B"
1857,1895,"4B","4B"
1434,1533,"5B","4A"
1434,1579,"5B","3B"
1434,1885,"5B","4B"
1437,1457,"5B","5A"
1437,1498,"5B","5A"
1437,1563,"5B","5B"
1437,1585,"5B","5B"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1443,1835,"5B","4B"
1452,1465,"5A","5B"
1457,1563,"5A","5B"
1458,1480,"5A","5B"
1465,1480,"5B","5B"
1468,1585,"5A","5B"
1498,1585,"5A","5B"
1501,1637,"5A","5A"
1533,1885,"4A","4B"
1549,1730,"4A","4A"
1552,1579,"3B","3B"
1594,1710,"3B","2B"
1594,1780,"3B","3A"
1594,1916,"3B","2A"
1617,1730,"2A","4A"
1625,1684,"2A","1B"
1625,1822,"2A","3A"
1664,1765,"1B","1B"
1664,1843,"1B","3A"
1666,1673,"1B","1B"
1673,1675,"1B","1B"
1673,1761,"1B","1A"
1675,1704,"1B","2B"
1675,1761,"1B","1A"
1697,1698,"1B","1B"
1710,1780,"2B","3A"
1710,1916,"2B","2A"
1719,1720,"3A","3A"
1720,1855,"3A","2B"
1720,1859,"3A","3A"
1722,1795,"3A","3A"
1761,1861,"1A","2B"
1780,1801,"3A","3A"
1780,1916,"3A","2A"
1801,1916,"3A","2A"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1843,1912,"3A","1B"
1851,1866,"2B","4B"
1428,1498,"5B","5A"
1434,1533,"5B","4A"
1434,1885,"5B","4B"
1437,1563,"5B","5B"
1439,1705,"5B","4A"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1458,1465,"5A","5B"
1465,1480,"5B","5B"
1533,1885,"4A","4B"
1545,1705,"4A","4A"
1563,1585,"5B","5B"
1594,1720,"3B","3A"
1594,1780,"3B","3A"
1594,1801,"3B","3A"
1594,1916,"3B","2A"
1628,1911,"2A","2A"
1664,1765,"1B","1B"
1666,1697,"1B","1B"
1675,1887,"1B","2B"
1684,1704,"1B","2B"
1684,1732,"1B","2B"
1684,1887,"1B","2B"
1697,1764,"1B","1A"
1697,1912,"1B","1B"
1698,1764,"1B","1A"
1698,1851,"1B","2B"
1698,1912,"1B","1B"
1718,1761,"2B","1A"
1720,1855,"3A","2B"
1720,1859,"3A","3A"
1720,1889,"3A","2B"
1748,1902,"3A","2A"
1761,1861,"1A","2B"
1761,1887,"1A","2B"
1778,1907,"1A","2A"
1780,1801,"3A","3A"
1780,1916,"3A","2A"
1801,1916,"3A","2A"
1821,1857,"4B","4B"
1851,1866,"2B","4B"
1851,1912,"2B","1B"
1857,1895,"4B","4B"
1858,1907,"2B","2A"
1428,1751,"5B","5A"
1434,1533,"5B","4A"
1434,1563,"5B","5B"
1434,1885,"5B","4B"
1437,1457,"5B","5A"
1437,1592,"5B","5B"
1443,1835,"5B","4B"
1452,1477,"5A","5A"
1452,1592,"5A","5B"
1465,1480,"5B","5B"
1465,1835,"5B","4B"
1477,1482,"5A","5B"
1477,1592,"5A","5B"
1480,1835,"5B","4B"
1533,1563,"4A","5B"
1533,1885,"4A","4B"
1549,1838,"4A","3A"
1558,1697,"3B","1B"
1558,1698,"3B","1B"
1558,1912,"3B","1B"
1563,1885,"5B","4B"
1579,1833,"3B","3A"
1594,1628,"3B","2A"
1594,1855,"3B","2B"
1617,1922,"2A","2A"
1628,1855,"2A","2B"
1648,1858,"2A","2B"
1663,1688,"1B","1B"
1666,1833,"1B","3A"
1675,1684,"1B","1B"
1675,1887,"1B","2B"
1695,1890,"1B","2B"
1697,1698,"1B","1B"
1698,1912,"1B","1B"
1708,1795,"2B","3A"
1710,1916,"2B","2A"
1719,1720,"3A","3A"
1719,1843,"3A","3A"
1720,1843,"3A","3A"
1748,1855,"3A","2B"
1757,1920,"1A","1B"
1768,1920,"1A","1B"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1837,1866,"4A","4B"
1838,1909,"3A","3A"
1843,1859,"3A","3A"
1428,1486,"5B","5B"
1434,1885,"5B","4B"
1437,1563,"5B","5B"
1439,1837,"5B","4A"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1457,1563,"5A","5B"
1458,1837,"5A","4A"
1465,1480,"5B","5B"
1498,1520,"5A","5A"
1501,1637,"5A","5A"
1533,1885,"4A","4B"
1549,1730,"4A","4A"
1551,1708,"3B","2B"
1551,1782,"3B","3A"
1552,1579,"3B","3B"
1552,1859,"3B","3A"
1558,1665,"3B","1B"
1558,1697,"3B","1B"
1558,1698,"3B","1B"
1558,1912,"3B","1B"
1572,1763,"3B","3A"
1579,1594,"3B","3B"
1579,1833,"3B","3A"
1594,1833,"3B","3A"
1594,1851,"3B","2B"
1594,1855,"3B","2B"
1617,1898,"2A","2B"
1625,1922,"2A","2A"
1628,1851,"2A","2B"
1628,1855,"2A","2B"
1628,1916,"2A","2A"
1664,1765,"1B","1B"
1665,1697,"1B","1B"
1665,1698,"1B","1B"
1665,1912,"1B","1B"
1666,1887,"1B","2B"
1675,1696,"1B","1B"
1675,1704,"1B","2B"
1695,1922,"1B","2A"
1697,1698,"1B","1B"
1704,1822,"2B","3A"
1704,1907,"2B","2A"
1708,1795,"2B","3A"
1710,1916,"2B","2A"
1748,1902,"3A","2A"
1763,1843,"3A","3A"
1768,1790,"1A","1A"
1778,1920,"1A","1B"
1780,1801,"3A","3A"
1780,1902,"3A","2A"
1795,1859,"3A","3A"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1822,1838,"3A","3A"
1833,1859,"3A","3A"
1838,1909,"3A","3A"
1851,1855,"2B","2B"
1851,1916,"2B","2A"
1857,1895,"4B","4B"
1898,1922,"2B","2A"
1434,1885,"5B","4B"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1465,1480,"5B","5B"
1501,1637,"5A","5A"
1533,1885,"4A","4B"
1551,1675,"3B","1B"
1551,1782,"3B","3A"
1552,1859,"3B","3A"
1572,1843,"3B","3A"
1572,1912,"3B","1B"
1628,1855,"2A","2B"
1628,1916,"2A","2A"
1664,1765,"1B","1B"
1665,1697,"1B","1B"
1665,1698,"1B","1B"
1666,1720,"1B","3A"
1684,1704,"1B","2B"
1684,1887,"1B","2B"
1695,1912,"1B","1B"
1697,1698,"1B","1B"
1700,1843,"3B","3A"
1748,1855,"3A","2B"
1763,1782,"3A","3A"
1763,1843,"3A","3A"
1780,1801,"3A","3A"
1780,1833,"3A","3A"
1821,1895,"4B","4B"
1822,1838,"3A","3A"
1851,1855,"2B","2B"
1851,1916,"2B","2A"
1434,1885,"5B","4B"
1439,1545,"5B","4A"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1477,1482,"5A","5B"
1480,1857,"5B","4B"
1480,1895,"5B","4B"
1482,1592,"5B","5B"
1498,1585,"5A","5B"
1501,1637,"5A","5A"
1546,1821,"4A","4B"
1546,1857,"4A","4B"
1546,1895,"4A","4B"
1551,1782,"3B","3A"
1558,1572,"3B","3B"
1558,1912,"3B","1B"
1564,1782,"3B","3A"
1572,1700,"3B","3B"
1572,1912,"3B","1B"
1579,1700,"3B","3B"
1594,1780,"3B","3A"
1594,1801,"3B","3A"
1594,1851,"3B","2B"
1613,1902,"2A","2A"
1625,1673,"2A","1B"
1625,1887,"2A","2B"
1673,1704,"1B","2B"
1697,1698,"1B","1B"
1700,1843,"3B","3A"
1718,1890,"2B","2B"
1719,1720,"3A","3A"
1719,1889,"3A","2B"
1720,1889,"3A","2B"
1722,1859,"3A","3A"
1753,1920,"Teachers","1B"
1780,1801,"3A","3A"
1780,1833,"3A","3A"
1780,1851,"3A","2B"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1857,1895,"4B","4B"
1861,1916,"2B","2A"
1902,1922,"2A","2A"
1428,1493,"5B","5A"
1437,1477,"5B","5A"
1437,1563,"5B","5B"
1443,1480,"5B","5B"
1465,1480,"5B","5B"
1477,1751,"5A","5A"
1480,1857,"5B","4B"
1480,1895,"5B","4B"
1483,1498,"5A","5A"
1486,1697,"5B","1B"
1501,1637,"5A","5A"
1503,1705,"4A","4A"
1546,1821,"4A","4B"
1546,1895,"4A","4B"
1549,1795,"4A","3A"
1551,1564,"3B","3B"
1552,1782,"3B","3A"
1552,1859,"3B","3A"
1564,1782,"3B","3A"
1564,1795,"3B","3A"
1572,1656,"3B","1B"
1572,1912,"3B","1B"
1594,1780,"3B","3A"
1594,1833,"3B","3A"
1613,1902,"2A","2A"
1664,1675,"1B","1B"
1664,1765,"1B","1B"
1665,1697,"1B","1B"
1675,1695,"1B","1B"
1688,1745,"1B","Teachers"
1697,1698,"1B","1B"
1730,1909,"4A","3A"
1748,1855,"3A","2B"
1757,1920,"1A","1B"
1761,1920,"1A","1B"
1763,1795,"3A","3A"
1768,1920,"1A","1B"
1780,1833,"3A","3A"
1790,1920,"1A","1B"
1790,1922,"1A","2A"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1838,1909,"3A","3A"
1857,1895,"4B","4B"
1434,1885,"5B","4B"
1437,1664,"5B","1B"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1457,1563,"5A","5B"
1465,1480,"5B","5B"
1477,1592,"5A","5B"
1501,1637,"5A","5A"
1552,1675,"3B","1B"
1552,1859,"3B","3A"
1564,1782,"3B","3A"
1572,1700,"3B","3B"
1572,1912,"3B","1B"
1579,1697,"3B","1B"
1579,1698,"3B","1B"
1613,1902,"2A","2A"
1617,1641,"2A","2A"
1628,1916,"2A","2A"
1656,1837,"1B","4A"
1664,1765,"1B","1B"
1666,1696,"1B","1B"
1673,1765,"1B","1B"
1675,1695,"1B","1B"
1697,1698,"1B","1B"
1697,1720,"1B","3A"
1732,1855,"2B","2B"
1757,1922,"1A","2A"
1761,1767,"1A","1A"
1761,1768,"1A","1A"
1768,1790,"1A","1A"
1790,1902,"1A","2A"
1821,1857,"4B","4B"
1833,1851,"3A","2B"
1838,1909,"3A","3A"
1855,1907,"2B","2A"
1857,1895,"4B","4B"
1858,1887,"2B","2B"
1426,1765,"5B","1B"
1428,1696,"5B","1B"
1434,1885,"5B","4B"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1458,1477,"5A","5A"
1458,1592,"5A","5B"
1458,1837,"5A","4A"
1465,1480,"5B","5B"
1477,1592,"5A","5B"
1477,1837,"5A","4A"
1486,1722,"5B","3A"
1493,1501,"5A","5A"
1498,1673,"5A","1B"
1500,1503,"4A","4A"
1501,1637,"5A","5A"
1503,1705,"4A","4A"
1549,1675,"4A","1B"
1564,1782,"3B","3A"
1579,1697,"3B","1B"
1579,1698,"3B","1B"
1594,1748,"3B","3A"
1617,1641,"2A","2A"
1617,1855,"2A","2B"
1625,1790,"2A","1A"
1628,1855,"2A","2B"
1628,1916,"2A","2A"
1664,1765,"1B","1B"
1665,1912,"1B","1B"
1666,1684,"1B","1B"
1666,1696,"1B","1B"
1697,1698,"1B","1B"
1847,1866,"4B","4B"
1855,1861,"2B","2B"
1887,1890,"2B","2B"
1426,1765,"5B","1B"
1428,1486,"5B","5B"
1428,1563,"5B","5B"
1434,1885,"5B","4B"
1437,1452,"5B","5A"
1437,1458,"5B","5A"
1437,1533,"5B","4A"
1437,1563,"5B","5B"
1443,1480,"5B","5B"
1452,1477,"5A","5A"
1452,1592,"5A","5B"
1458,1477,"5A","5A"
1465,1480,"5B","5B"
1500,1503,"4A","4A"
1500,1847,"4A","4B"
1501,1637,"5A","5A"
1533,1563,"4A","5B"
1546,1675,"4A","1B"
1546,1695,"4A","1B"
1551,1782,"3B","3A"
1564,1763,"3B","3A"
1564,1782,"3B","3A"
1585,1684,"5B","1B"
1592,1664,"5B","1B"
1594,1730,"3B","4A"
1613,1643,"2A","2A"
1628,1855,"2A","2B"
1641,1902,"2A","2A"
1643,1704,"2A","2B"
1643,1889,"2A","2B"
1648,1704,"2A","2B"
1648,1889,"2A","2B"
1664,1765,"1B","1B"
1665,1912,"1B","1B"
1675,1695,"1B","1B"
1698,1833,"1B","3A"
1704,1855,"2B","2B"
1704,1890,"2B","2B"
1710,1916,"2B","2A"
1718,1920,"2B","1B"
1718,1922,"2B","2A"
1730,1748,"4A","3A"
1749,1858,"2B","2B"
1757,1768,"1A","1A"
1757,1902,"1A","2A"
1763,1782,"3A","3A"
1821,1895,"4B","4B"
1847,1866,"4B","4B"
1855,1889,"2B","2B"
1855,1916,"2B","2A"
1858,1890,"2B","2B"
1858,1907,"2B","2A"
1887,1890,"2B","2B"
1898,1920,"2B","1B"
1920,1922,"1B","2A"
1428,1837,"5B","4A"
1434,1885,"5B","4B"
1437,1885,"5B","4B"
1439,1503,"5B","4A"
1443,1480,"5B","5B"
1465,1480,"5B","5B"
1477,1837,"5A","4A"
1500,1847,"4A","4B"
1501,1637,"5A","5A"
1503,1673,"4A","1B"
1546,1675,"4A","1B"
1546,1695,"4A","1B"
1549,1722,"4A","3A"
1592,1666,"5B","1B"
1613,1643,"2A","2A"
1613,1648,"2A","2A"
1628,1855,"2A","2B"
1641,1861,"2A","2B"
1641,1920,"2A","1B"
1643,1648,"2A","2A"
1643,1889,"2A","2B"
1648,1889,"2A","2B"
1664,1765,"1B","1B"
1665,1666,"1B","1B"
1665,1912,"1B","1B"
1666,1912,"1B","1B"
1675,1695,"1B","1B"
1675,1696,"1B","1B"
1708,1780,"2B","3A"
1708,1851,"2B","2B"
1710,1916,"2B","2A"
1718,1920,"2B","1B"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1857,1895,"4B","4B"
1861,1920,"2B","1B"
1887,1889,"2B","2B"
1890,1898,"2B","2B"
1898,1922,"2B","2A"
1434,1533,"5B","4A"
1434,1885,"5B","4B"
1437,1458,"5B","5A"
1437,1563,"5B","5B"
1437,1837,"5B","4A"
1439,1503,"5B","4A"
1439,1705,"5B","4A"
1443,1465,"5B","5B"
1443,1563,"5B","5B"
1443,1751,"5B","5A"
1452,1592,"5A","5B"
1457,1458,"5A","5A"
1457,1751,"5A","5A"
1458,1477,"5A","5A"
1465,1563,"5B","5B"
1477,1592,"5A","5B"
1480,1501,"5B","5A"
1493,1637,"5A","5A"
1501,1637,"5A","5A"
1503,1705,"4A","4A"
1533,1885,"4A","4B"
1545,1705,"4A","4A"
1546,1675,"4A","1B"
1546,1695,"4A","1B"
1551,1748,"3B","3A"
1564,1748,"3B","3A"
1579,1697,"3B","1B"
1579,1698,"3B","1B"
1594,1730,"3B","4A"
1613,1704,"2A","2B"
1613,1887,"2A","2B"
1628,1782,"2A","3A"
1628,1851,"2A","2B"
1664,1765,"1B","1B"
1665,1912,"1B","1B"
1675,1695,"1B","1B"
1675,1696,"1B","1B"
1697,1698,"1B","1B"
1704,1768,"2B","1A"
1704,1890,"2B","2B"
1708,1843,"2B","3A"
1708,1851,"2B","2B"
1708,1916,"2B","2A"
1710,1855,"2B","2B"
1710,1916,"2B","2A"
1732,1907,"2B","2A"
1749,1858,"2B","2B"
1749,1907,"2B","2A"
1768,1887,"1A","2B"
1768,1920,"1A","1B"
1780,1801,"3A","3A"
1780,1833,"3A","3A"
1782,1851,"3A","2B"
1801,1833,"3A","3A"
1821,1857,"4B","4B"
1821,1895,"4B","4B"
1833,1843,"3A","3A"
1851,1916,"2B","2A"
